ID,id2,X,Y,Z,code,US,Decapages,Longueur,Orientation 1,Pendage 1,Contrainte,Orientation 1,Pendage 1,ID +,Remarque,date,heure
1536,1536,-10.899,5.620,-2.065,SILEX,US18,206-208,"2,2",,,,,,,vertical,23/06/2015,09:18:41
1537,1537,-10.841,5.791,-2.070,SILEX,US18,206-208,"4,5",,,,,,,,23/06/2015,09:19:38
1538,1538,-10.866,5.647,-2.063,HEMATITE,US18,206-208,n.m.,,,,,,,,23/06/2015,09:21:08
1539,1539,-10.877,5.803,-2.063,OS,US18,206-208,"2,3",,,,,,,,23/06/2015,10:33:46
1540,1540,-10.864,5.787,-2.071,SILEX,US18,206-208,"3,1",,,,,,,,23/06/2015,10:34:06
1541,1541,-10.865,5.778,-2.068,OS,US18,206-208,2,,,,,,,,23/06/2015,10:34:51
1542,1542,-10.878,5.829,-2.082,SILEX,US18,206-208,2,,,,,,,,23/06/2015,10:35:30
1543,1543,-10.960,5.930,-2.075,SILEX,US18,206-208,"2,7",,,,,,,,23/06/2015,10:36:01
1544,1544,-10.807,5.795,-2.066,SILEX,US18,206-208,3,,,,,,,vertical,23/06/2015,10:36:33
1545,1545,-10.838,5.877,-2.084,OS BRULE,US18,206-208,"2,4",,,,,,,,23/06/2015,10:37:17
1546,1546,-10.827,5.819,-2.075,OS,US18,206-208,"4,6",,,,,,,sur chant,23/06/2015,10:38:04
1547,1547,-10.878,5.793,-2.074,SILEX,US18,206-208,4,,,,,,,,23/06/2015,10:38:45
1548,1548,-10.876,5.776,-2.078,SILEX,US18,206-208,"7,1",,,,,,,,23/06/2015,10:39:48
1549,1549,-10.834,5.796,-2.078,OS,US18,206-208,"3,4",,,,,,,,23/06/2015,10:41:30
1550,1550,-10.912,5.755,-2.070,SILEX,US18,206-208,2,,,,,,,,23/06/2015,10:42:00
1551,1551,-10.735,5.774,-2.074,SILEX,US18,206-208,"5,6",,,,,,,,23/06/2015,10:42:31
1552,1552,-10.708,5.840,-2.072,SILEX,US18,206-208,"3,7",,,,,,,,23/06/2015,10:43:10
1553,1553,-10.656,5.910,-2.076,SILEX,US18,206-208,7,,,,,,,,23/06/2015,10:44:36
1554,1554,-10.667,5.878,-2.077,OS,US18,206-208,2,,,,,,,,23/06/2015,10:48:11
1555,1555,-10.688,5.862,-2.071,SILEX,US18,206-208,"2,5",,,,,,,,23/06/2015,10:48:47
1556,1556,-10.619,5.886,-2.067,SILEX,US18,206-208,"2,3",,,,,,,,23/06/2015,10:49:21
1557,1557,-10.624,5.833,-2.083,SILEX,US18,206-208,"2,3",,,,,,,,23/06/2015,10:50:04
1558,1558,-10.666,5.806,-2.077,SILEX,US18,206-208,"2,1",,,,,,,,23/06/2015,10:50:36
1559,1559,-10.559,5.824,-2.072,SILEX,US18,206-208,"2,5",,,,,,,,23/06/2015,10:51:04
1560,1560,-10.540,5.803,-2.079,OS,US18,206-208,"2,2",,,,,,,,23/06/2015,10:51:36
1561,1561,-10.528,5.814,-2.076,SILEX,US18,206-208,2,,,,,,,,23/06/2015,10:52:02
1562,1562,-10.496,5.789,-2.084,SILEX,US18,206-208,"2,1",,,,,,,,23/06/2015,10:52:21
1563,1563,-10.503,5.842,-2.085,SILEX,US18,206-208,"2,5",,,,,,,,23/06/2015,10:53:03
1564,1564,-10.508,5.916,-2.081,SILEX,US18,206-208,"2,1",,,,,,,,23/06/2015,10:53:28
P53_1,P53,-10.090,5.095,-2.097,PUNAISE,,,,,,,,,,,23/06/2015,10:57:17
P53_2,P53,-10.406,5.093,-2.099,PUNAISE,,,,,,,,,,,23/06/2015,11:05:15
P53_3,P53,-10.395,5.435,-2.100,PUNAISE,,,,,,,,,,,23/06/2015,11:05:28
P53_4,P53,-10.193,5.413,-2.092,PUNAISE,,,,,,,,,,,23/06/2015,11:05:42
1565,1565,-10.032,5.088,-2.088,OS,US18,208-210,"2,9",,,,,,,,23/06/2015,11:06:12
1566,1566,-10.122,5.167,-2.104,OS,US18,208-210,3,,,,,,,,23/06/2015,11:15:01
1567,1567,-10.095,5.201,-2.102,OS,US18,208-210,"2,5",,,,,,,,23/06/2015,11:15:40
1569,1569,-10.115,5.271,-2.087,OS,US18,208-210,"3,6",,,,,,,,23/06/2015,11:19:27
1570,1570,-10.077,5.265,-2.096,OS,US18,208-210,"2,7",,,,,,,,23/06/2015,11:20:17
1571,1571,-10.159,5.251,-2.086,SILEX,US18,208-210,"2,9",,,,,,,,23/06/2015,11:21:15
1572,1572,-10.129,5.337,-2.082,OS,US18,208-210,"2,8",,,,,,,,23/06/2015,11:21:47
1573,1573,-10.160,5.357,-2.084,OS,US18,208-210,"2,9",,,,,,,,23/06/2015,11:22:28
1574,1574,-10.244,5.349,-2.103,OS,US18,208-210,"5,4",,,,,,,deux frgts,23/06/2015,11:24:48
1575,1575,-10.280,5.336,-2.099,OS,US18,208-210,"3,8",,,,,,,,23/06/2015,11:25:40
1577,1577,-10.251,5.497,-2.090,OS,US18,208-210,"3,5",,,,,,,,23/06/2015,11:29:09
1578,1578,-10.270,5.478,-2.098,OS,US18,208-210,"2,2",,,,,,,trois frgts,23/06/2015,11:30:25
1579,1579,-10.319,5.345,-2.090,SILEX,US18,208-210,"2,4",,,,,,,,23/06/2015,11:31:17
1580,1580,-10.347,5.313,-2.085,SILEX,US18,208-210,3,,,,,,,,23/06/2015,11:32:07
1581,1581,-10.381,5.375,-2.094,SILEX,US18,208-210,"2,8",,,,,,,,23/06/2015,11:43:34
1582,1582,-10.401,5.364,-2.090,SILEX,US18,208-210,"2,4",,,,,,,,23/06/2015,11:44:06
1583,1583,-10.359,5.345,-2.089,OS,US18,208-210,"2,8",,,,,,,,23/06/2015,11:46:10
1584,1584,-10.419,5.280,-2.096,OS,US18,208-210,"2,3",,,,,,,,23/06/2015,11:46:48
1585,1585,-10.416,5.425,-2.096,OS,US18,208-210,"2,2",,,,,,,a verif,23/06/2015,11:47:37
1586,1586,-10.412,5.409,-2.094,OS,US18,208-210,"4,7",,,,,,,,23/06/2015,11:48:19
1587,1587,-10.346,5.351,-2.099,OS,US18,208-210,"2,2",,,,,,,,23/06/2015,11:49:43
1588,1588,-10.364,5.341,-2.094,OS,US18,208-210,"2,3",,,,,,,,23/06/2015,11:50:14
1589,1589,-10.384,5.344,-2.093,OS,US18,208-210,"2,4",,,,,,,,23/06/2015,11:50:52
1590,1590,-10.333,5.417,-2.094,SILEX,US18,208-210,"2,5",,,,,,,,23/06/2015,11:52:00
1591,1591,-10.314,5.392,-2.101,SILEX,US18,208-210,3,,,,,,,,23/06/2015,11:52:53
1592,1592,-10.386,5.411,-2.100,SILEX,US18,208-210,2,,,,,,,,23/06/2015,11:53:34
1593,1593,-10.274,5.062,-2.088,OS,US18,208-210,"3,5",,,,,,,,23/06/2015,11:56:03
20150623b,,-10.249,8.818,-2.116,STAT,,,,,,,,,,,23/06/2015,13:36:35
20150623b1,,-10.874,4.852,-1.396,STAT,,,,,,,,,,,23/06/2015,13:37:01
P54_1,P54,-10.112,5.604,-2.110,PUNAISE,,,,,,,,,,,23/06/2015,13:39:14
P54_2,P54,-10.390,5.601,-2.110,PUNAISE,,,,,,,,,,,23/06/2015,14:11:06
P54_3,P54,-10.417,5.882,-2.110,PUNAISE,,,,,,,,,,,23/06/2015,14:11:24
P54_4,P54,-10.124,5.941,-2.117,PUNAISE,,,,,,,,,,,23/06/2015,14:11:39
1594,1594,-10.182,5.512,-2.073,SILEX,US18,210-212,"2,9",,,,,,,,23/06/2015,14:21:27
1595,1595,-10.240,5.559,-2.095,OS,US18,210-212,4,,,,,,,,23/06/2015,14:47:12
1596,1596,-10.231,5.573,-2.103,SILEX,US18,210-212,"2,7",,,,,,,,23/06/2015,14:47:50
1597,1597,-10.223,5.600,-2.108,OS,US18,210-212,"2,6",,,,,,,,23/06/2015,14:48:32
1598,1598,-10.233,5.634,-2.111,OS,US18,210-212,"3,8",,,,,,,,23/06/2015,14:49:00
1599,1599,-10.243,5.596,-2.105,OS,US18,210-212,"3,1",,,,,,,,23/06/2015,14:50:03
1600,1600,-10.182,5.647,-2.109,SILEX,US18,210-212,2,,,,,,,,23/06/2015,14:50:31
1601,1601,-10.207,5.627,-2.114,SILEX,US18,210-212,"2,6",,,,,,,,23/06/2015,14:52:58
1602,1602,-10.233,5.598,-2.110,OS,US18,210-212,"2,5",,,,,,,,23/06/2015,14:53:44
1603,1603,-10.115,5.682,-2.111,SILEX,US18,210-212,"2,4",,,,,,,,23/06/2015,14:54:20
1604,1604,-10.077,5.669,-2.107,OS,US18,210-212,"2,1",,,,,,,,23/06/2015,14:54:47
1605,1605,-10.054,5.681,-2.106,OS,US18,210-212,"3,2",,,,,,,trois frgts,23/06/2015,14:56:02
1606,1606,-10.102,5.679,-2.106,SILEX,US18,210-212,"3,6",,,,,,,,23/06/2015,14:57:08
1607,1607,-10.210,5.707,-2.120,SILEX,US18,210-212,"2,3",,,,,,,,23/06/2015,14:57:57
1608,1608,-10.237,5.739,-2.101,SILEX,US18,210-212,"4,2",,,,,,,,23/06/2015,14:58:35
1609,1609,-10.183,5.670,-2.121,SILEX,US18,210-212,"3,6",,,,,,,,23/06/2015,14:59:17
1610,1610,-10.164,5.646,-2.113,OS,US18,210-212,"3,7",,,,,,,deux frgts,23/06/2015,15:00:09
1611,1611,-10.220,5.640,-2.122,SILEX,US18,210-212,"5,4",,,,,,,,23/06/2015,15:00:32
1612,1612,-10.162,5.614,-2.104,OS,US18,210-212,"3,4",,,,,,,deux frgts,23/06/2015,15:02:21
1613,1613,-10.292,5.532,-2.110,SILEX,US18,210-212,"5,7",,,,,,,,23/06/2015,15:04:01
1614,1614,-10.445,5.898,-2.110,SILEX,US18,210-212,"3,4",,,,,,,,23/06/2015,15:05:08
1615,1615,-10.444,5.870,-2.104,DENT,US18,210-212,"2,4",,,,,,,,23/06/2015,15:05:53
1616,1616,-10.409,5.924,-2.112,SILEX,US18,210-212,"1,9",,,,,,,,23/06/2015,15:06:28
1617,1617,-10.422,5.953,-2.107,SILEX,US18,210-212,"6,6",,,,,,,,23/06/2015,15:07:14
1618,1618,-10.467,5.859,-2.104,SILEX,US18,210-212,"4,3",,,,,,,,23/06/2015,15:08:11
1620,1620,-10.340,5.844,-2.106,SILEX,US18,210-212,"2,4",,,,,,,,23/06/2015,15:10:43
1621,1621,-10.406,5.967,-2.106,OS,US18,210-212,"2,6",,,,,,,,23/06/2015,15:11:23
1622,1622,-10.455,5.692,-2.095,SILEX,US18,210-212,"2,6",,,,,,,,23/06/2015,15:12:02
1623,1623,-10.300,5.821,-2.097,SILEX,US18,210-212,4,,,,,,,,23/06/2015,15:12:35
1624,1624,-10.289,5.832,-2.104,OS,US18,210-212,"4,6",,,,,,,,23/06/2015,15:13:20
1625,1625,-10.339,5.855,-2.122,SILEX,US18,210-212,"5,4",,,,,,,,23/06/2015,15:13:59
1626,1626,-10.323,5.846,-2.103,OS,US18,210-212,"2,2",,,,,,,,23/06/2015,15:15:19
1627,1627,-10.236,5.652,-2.116,OS,US18,210-212,"3,5",,,,,,,,23/06/2015,15:19:03
1628,1628,-10.219,5.736,-2.117,SILEX,US18,210-212,"2,7",,,,,,,,23/06/2015,15:19:38
1629,1629,-10.281,5.843,-2.117,OS,US18,210-212,"2,7",,,,,,,deux frgts,23/06/2015,15:20:35
1630,1630,-10.264,5.836,-2.109,DENT,US18,210-212,"2,1",,,,,,,,23/06/2015,15:21:12
1631,1631,-10.251,5.828,-2.111,DENT,US18,210-212,"2,2",,,,,,,,23/06/2015,15:21:37
1632,1632,-10.247,5.820,-2.114,OS,US18,210-212,"2,6",,,,,,,,23/06/2015,15:23:43
1633,1633,-10.267,5.897,-2.113,OS,US18,210-212,"3,5",,,,,,,,23/06/2015,15:24:10
1634,1634,-10.260,5.945,-2.118,OS,US18,210-212,"2,4",,,,,,,,23/06/2015,15:24:47
1635,1635,-10.212,5.855,-2.114,SILEX,US18,210-212,"3,8",,,,,,,,23/06/2015,15:25:19
1636,1636,-10.196,5.889,-2.111,OS,US18,210-212,"2,5",,,,,,,,23/06/2015,15:26:08
1637,1637,-10.184,5.860,-2.113,SILEX,US18,210-212,"2,3",,,,,,,,23/06/2015,15:26:45
1639,1639,-10.110,5.815,-2.127,SILEX,US18,210-212,"7,3",,,,,,,,23/06/2015,15:29:57
1640,1640,-10.161,5.924,-2.123,DENT,US18,210-212,"2,4",,,,,,,,23/06/2015,15:35:02
1641,1641,-10.086,5.796,-2.117,OS,US18,210-212,"3,6",,,,,,,deux frgts,23/06/2015,15:35:43
1642,1642,-10.074,5.813,-2.118,OS,US18,210-212,"3,3",,,,,,,,23/06/2015,15:36:28
1643,1643,-10.004,5.806,-2.132,SILEX,US18,210-212,"2,7",,,,,,,,23/06/2015,15:37:00
1644,1644,-10.157,5.766,-2.125,SILEX,US18,210-212,"3,5",,,,,,,,23/06/2015,15:38:05
1645,1645,-10.308,5.676,-2.108,OS,US18,210-212,"4,4",,,,,,,,23/06/2015,15:39:13
1646,1646,-10.314,5.594,-2.113,SILEX,US18,210-212,"3,1",,,,,,,,23/06/2015,15:39:47
1647,1647,-10.376,5.683,-2.101,SILEX,US18,210-212,"2,1",,,,,,,,23/06/2015,15:40:23
1648,1648,-10.435,5.675,-2.101,SILEX,US18,210-212,2,,,,,,,,23/06/2015,15:40:56
1649,1649,-10.365,5.573,-2.106,SILEX,US18,210-212,"2,4",,,,,,,,23/06/2015,15:41:36
1650,1650,-10.345,5.624,-2.112,OS,US18,210-212,"3,6",,,,,,,,23/06/2015,15:42:03
1651,1651,-10.340,5.544,-2.107,SILEX,US18,210-212,"1,5",,,,,,,,23/06/2015,15:42:34
1652,1652,-10.424,5.616,-2.102,OS,US18,210-212,"3,2",,,,,,,,23/06/2015,15:43:09
1653,1653,-10.407,5.610,-2.107,OS,US18,210-212,"2,2",,,,,,,,23/06/2015,15:43:36
1654,1654,-10.426,5.597,-2.106,OS,US18,210-212,"2,5",,,,,,,,23/06/2015,15:44:02
1655,1655,-10.328,5.564,-2.114,OS BRULE,US18,210-212,"~4,5",,,,,,,trois frgts,23/06/2015,15:50:30
1656,1656,-10.436,5.583,-2.111,OS BRULE,US18,210-212,"2,6",,,,,,,,23/06/2015,15:51:58
1657,1657,-10.441,5.566,-2.112,SILEX,US18,210-212,"2,6",,,,,,,,23/06/2015,15:52:27
1658,1658,-10.453,5.539,-2.101,SILEX,US18,210-212,"2,2",,,,,,,,23/06/2015,15:52:57
1659,1659,-10.404,5.543,-2.107,SILEX,US18,210-212,"1,9",,,,,,,,23/06/2015,15:53:28
1660,1660,-10.562,5.753,-2.088,SILEX,US18,208-210,3,,,,,,,,23/06/2015,15:54:09
1661,1661,-10.560,5.777,-2.084,SILEX,US18,208-210,"2,9",,,,,,,,23/06/2015,16:15:26
1662,1662,-10.146,5.877,-2.114,OS,US18,210-212,"2,2",,,,,,,,23/06/2015,16:16:43
1663,1663,-10.072,5.670,-2.112,OS BRULE,US18,210-212,"2,3",,,,,,,,23/06/2015,17:21:47
1664,1664,-10.099,5.659,-2.098,OS BRULE,US18,210-212,"2,2",,,,,,,,23/06/2015,17:22:32
1665,1665,-10.238,5.573,-2.110,OS,US18,210-212,5,,,,,,,deux frgts,23/06/2015,17:24:04
1666,1666,-10.284,5.707,-2.103,SILEX,US18,210-212,2,,,,,,,,23/06/2015,17:24:43
P55_1,P55,-10.082,5.085,-2.116,PUNAISE,,,,,,,,,,,23/06/2015,17:33:45
P55_2,P55,-10.407,5.092,-2.115,PUNAISE,,,,,,,,,,,23/06/2015,17:34:02
P55_3,P55,-10.379,5.429,-2.116,PUNAISE,,,,,,,,,,,23/06/2015,17:34:14
P55_4,P55,-10.203,5.422,-2.107,PUNAISE,,,,,,,,,,,23/06/2015,17:34:27
1667,1667,-10.123,5.053,-2.110,OS,US18,210-212,"2,3",,,,,,,,23/06/2015,17:35:57
1668,1668,-10.230,5.077,-2.108,SILEX,US18,210-212,"2,5",,,,,,,,23/06/2015,17:36:58
1669,1669,-10.270,5.055,-2.120,OS,US18,210-212,"2,5",,,,,,,,23/06/2015,17:38:15
1670,1670,-10.325,5.126,-2.110,OS,US18,210-212,"2,3",,,,,,,,23/06/2015,17:39:06
1671,1671,-10.381,5.105,-2.108,SILEX,US18,210-212,"2,2",,,,,,,,23/06/2015,17:39:48
1672,1672,-10.395,5.123,-2.109,SILEX,US18,210-212,"2,1",,,,,,,,23/06/2015,17:40:25
1673,1673,-10.327,5.180,-2.113,SILEX,US18,210-212,"2,8",,,,,,,,23/06/2015,17:40:51
1674,1674,-10.432,5.033,-2.097,OS,US18,210-212,3,,,,,,,,23/06/2015,17:41:26
1675,1675,-10.444,5.092,-2.117,OS,US18,210-212,2,,,,,,,,23/06/2015,17:43:01
1676,1676,-10.456,5.230,-2.109,SILEX,US18,210-212,"2,2",,,,,,,,23/06/2015,17:43:47
1677,1677,-10.404,5.257,-2.116,SILEX,US18,210-212,"2,2",,,,,,,,23/06/2015,17:44:20
1678,1678,-10.336,5.296,-2.105,OS,US18,210-212,"2,2",,,,,,,,23/06/2015,17:44:53
1679,1679,-10.361,5.289,-2.106,SILEX,US18,210-212,"2,4",,,,,,,,23/06/2015,17:45:31
1680,1680,-10.334,5.260,-2.113,SILEX,US18,210-212,"2,2",,,,,,,,23/06/2015,17:46:09
1681,1681,-10.435,5.347,-2.101,SILEX,US18,210-212,"4,4",,,,,,,,23/06/2015,17:47:36
1682,1682,-10.418,5.374,-2.103,OS,US18,210-212,"4,4",,,,,,,,23/06/2015,17:48:15
1683,1683,-10.416,5.376,-2.112,SILEX,US18,210-212,"4,3",,,,,,,,23/06/2015,17:48:48
1684,1684,-10.386,5.399,-2.106,SILEX,US18,210-212,"2,3",,,,,,,,23/06/2015,17:50:53
20150624,,-10.280,8.819,-2.108,STAT,,,,,,,,,,,24/06/2015,08:36:48
1685,1685,-10.308,5.351,-2.113,SILEX,US18,210-212,"7,2",,,,,,,,24/06/2015,08:37:09
1686,1686,-10.317,5.374,-2.112,SILEX,US18,210-212,"1,9",,,,,,,,24/06/2015,08:46:41
1687,1687,-10.229,5.500,-2.093,SILEX,US18,210-212,"3,8",,,,,,,,24/06/2015,08:48:06
1688,1688,-10.310,5.459,-2.099,SILEX,US18,210-212,"1,8",,,,,,,,24/06/2015,08:49:34
1689,1689,-10.245,5.324,-2.112,OS,US18,210-212,3,,,,,,,,24/06/2015,08:50:04
1690,1690,-10.329,5.434,-2.109,OS,US18,210-212,"4,4",,,,,,,,24/06/2015,08:52:52
1691,1691,-10.277,5.470,-2.096,OS,US18,210-212,2,,,,,,,,24/06/2015,08:53:54
1692,1692,-10.277,5.281,-2.115,OS,US18,210-212,"2,5",,,,,,,,24/06/2015,08:57:40
1693,1693,-10.278,5.260,-2.118,OS,US18,210-212,"2,8",,,,,,,,24/06/2015,08:58:30
1694,1694,-10.394,5.437,-2.115,SILEX,US18,210-212,"2,2",,,,,,,,24/06/2015,08:59:37
1695,1695,-10.342,5.459,-2.108,OS,US18,210-212,"2,1",,,,,,,,24/06/2015,09:00:35
1696,1696,-10.843,5.622,-2.085,SILEX,US18,208-210,"9,7",,,,,,,,24/06/2015,09:01:29
P56_1,P56,-10.566,5.585,-2.093,PUNAISE,,,,,,,,,,,24/06/2015,10:02:23
P56_2,P56,-10.864,5.591,-2.087,PUNAISE,,,,,,,,,,,24/06/2015,11:05:03
P56_3,P56,-10.873,5.952,-2.092,PUNAISE,,,,,,,,,,,24/06/2015,11:05:18
P56_4,P56,-10.546,5.939,-2.103,PUNAISE,,,,,,,,,,,24/06/2015,11:05:37
1697,1697,-10.654,5.736,-2.084,OS,US18,208-210,"11,2",,,,,,Rhino man,,24/06/2015,11:07:27
1698,1698,-10.757,5.564,-2.092,OS,US18,208-210,"3,1",,,,,,,,24/06/2015,11:08:24
1699,1699,-10.765,5.586,-2.090,SILEX,US18,208-210,"3,1",,,,,,,,24/06/2015,11:08:52
1700,1700,-10.816,5.613,-2.082,DENT,US18,208-210,"4,7",,,,,,,,24/06/2015,11:09:29
1701,1701,-10.802,5.596,-2.087,OS,US18,208-210,2,,,,,,BB,,24/06/2015,11:10:20
1702,1702,-10.806,5.577,-2.090,SILEX,US18,208-210,"2,1",,,,,,,,24/06/2015,11:15:20
1703,1703,-10.851,5.641,-2.089,SILEX,US18,208-210,"4,1",,,,,,,,24/06/2015,11:15:50
1704,1704,-10.846,5.651,-2.081,SILEX,US18,208-210,"2,7",,,,,,,,24/06/2015,11:16:32
1705,1705,-10.965,5.521,-2.065,SILEX,US18,208-210,"4,3",,,,,,,,24/06/2015,11:17:34
1706,1706,-10.943,5.547,-2.085,SILEX,US18,208-210,"2,6",,,,,,,,24/06/2015,11:18:17
1707,1707,-10.962,5.586,-2.065,SILEX,US18,208-210,2,,,,,,,,24/06/2015,11:18:46
1708,1708,-10.966,5.634,-2.062,OS,US18,208-210,"5,4",,,,,,,,24/06/2015,11:20:13
1709,1709,-10.850,5.686,-2.089,SILEX,US18,208-210,"5,8",,,,,,,,24/06/2015,11:21:28
1710,1710,-10.822,5.713,-2.085,SILEX,US18,208-210,"2,5",,,,,,,,24/06/2015,11:21:48
1711,1711,-10.793,5.702,-2.087,SILEX,US18,208-210,"2,2",,,,,,,,24/06/2015,11:22:08
1712,1712,-10.733,5.612,-2.102,HEMATITE,US18,208-210,n.m.,,,,,,,,24/06/2015,11:23:48
1713,1713,-10.737,5.638,-2.101,OS,US18,208-210,"5,3",,,,,,,à coté de l'hématite,24/06/2015,11:25:09
1714,1714,-10.683,5.637,-2.092,OS,US18,208-210,"2,3",,,,,,,,24/06/2015,11:26:11
1715,1715,-10.675,5.600,-2.099,SILEX,US18,208-210,"5,2",,,,,,,,24/06/2015,11:26:39
1716,1716,-10.676,5.585,-2.096,OS,US18,208-210,"2,4",,,,,,,,24/06/2015,11:27:04
1717,1717,-10.616,5.540,-2.099,SILEX,US18,208-210,6,,,,,,,,24/06/2015,11:27:45
1718,1718,-10.674,5.623,-2.097,SILEX,US18,208-210,3,,,,,,,sur chant,24/06/2015,11:28:14
1719,1719,-10.538,5.549,-2.099,SILEX,US18,208-210,"2,9",,,,,,,,24/06/2015,11:28:43
1720,1720,-10.484,5.570,-2.106,OS,US18,208-210,2,,,,,,,,24/06/2015,11:29:11
1721,1721,-10.544,5.695,-2.097,SILEX,US18,208-210,"2,7",,,,,,,,24/06/2015,11:29:50
1722,1722,-10.537,5.610,-2.105,OS,US18,208-210,"3,5",,,,,,,,24/06/2015,11:30:41
1724,1724,-10.743,5.749,-2.091,SILEX,US18,208-210,2,,,,,,,,24/06/2015,11:36:22
1725,1725,-10.888,5.751,-2.091,SILEX,US18,208-210,"2,8",,,,,,,,24/06/2015,11:37:00
1726,1726,-10.830,5.791,-2.079,SILEX,US18,208-210,"3,5",,,,,,,,24/06/2015,11:37:41
1727,1727,-10.863,5.828,-2.090,SILEX,US18,208-210,2,,,,,,,,24/06/2015,11:38:00
1728,1728,-10.861,5.843,-2.093,SILEX,US18,208-210,"2,2",,,,,,,,24/06/2015,11:38:21
1729,1729,-10.908,5.832,-2.086,SILEX,US18,208-210,"3,6",,,,,,,,24/06/2015,11:38:39
1730,1730,-10.947,5.822,-2.077,SILEX,US18,208-210,"2,5",,,,,,,"sur chant, contre une pierre",24/06/2015,11:39:12
1731,1731,-10.940,5.875,-2.081,SILEX,US18,208-210,2,,,,,,,,24/06/2015,11:39:37
1732,1732,-10.953,5.861,-2.077,SILEX,US18,208-210,"2,4",,,,,,,,24/06/2015,11:40:02
1733,1733,-10.916,5.863,-2.086,SILEX,US18,208-210,"4,5",,,,,,,,24/06/2015,11:40:53
1734,1734,-10.815,5.933,-2.087,OS,US18,208-210,"2,7",,,,,,,,24/06/2015,11:41:21
1735,1735,-10.705,5.899,-2.078,OS,US18,208-210,"7,2",,,,,,,,24/06/2015,11:43:32
1736,1736,-10.746,5.834,-2.075,OS,US18,208-210,"2,5",,,,,,,,24/06/2015,11:44:18
1737,1737,-10.648,5.800,-2.085,SILEX,US18,208-210,2,,,,,,,,24/06/2015,11:45:05
1738,1738,-10.663,5.800,-2.087,OS,US18,208-210,"3,8",,,,,,,,24/06/2015,11:45:28
1739,1739,-10.686,5.824,-2.087,SILEX,US18,208-210,"4,2",,,,,,,,24/06/2015,11:45:57
1740,1740,-10.624,5.882,-2.081,SILEX,US18,208-210,"4,8",,,,,,,,24/06/2015,11:46:25
1742,1742,-10.652,5.802,-2.088,SILEX,US18,208-210,2,,,,,,,,24/06/2015,11:48:32
1743,1743,-10.624,5.774,-2.091,SILEX,US18,208-210,"5,2",,,,,,,,24/06/2015,11:48:59
1745,1745,-10.601,5.781,-2.086,OS,US18,208-210,"2,4",,,,,,,,24/06/2015,11:54:09
1746,1746,-10.625,5.796,-2.092,OS,US18,208-210,"3,8",,,,,,,,24/06/2015,11:54:30
1747,1747,-10.556,5.782,-2.092,OS BRULE,US18,208-210,"2,2",,,,,,,,24/06/2015,11:54:57
1748,1748,-10.603,5.857,-2.085,SILEX,US18,208-210,3,,,,,,,,24/06/2015,11:55:23
1749,1749,-10.601,5.920,-2.087,SILEX,US18,208-210,"2,2",,,,,,,,24/06/2015,11:55:46
1750,1750,-10.653,5.942,-2.091,OS,US18,208-210,"3,2",,,,,,,,24/06/2015,11:56:10
1751,1751,-10.672,5.957,-2.096,SILEX,US18,208-210,3,,,,,,,,24/06/2015,11:56:33
1752,1752,-10.567,5.845,-2.094,SILEX,US18,208-210,"5,4",,,,,,,,24/06/2015,11:57:08
1753,1753,-10.501,5.950,-2.086,OS BRULE,US18,208-210,"2,6",,,,,,,,24/06/2015,11:58:06
1755,1755,-10.523,5.907,-2.086,SILEX,US18,208-210,2,,,,,,,,24/06/2015,12:00:21
1756,1756,-10.519,5.946,-2.094,SILEX,US18,208-210,"3,6",,,,,,,,24/06/2015,12:00:43
1757,1757,-10.563,5.964,-2.107,SILEX,US18,208-210,"4,8",,,,,,,,24/06/2015,12:01:24
1758,1758,-10.567,5.750,-2.090,OS,US18,208-210,4,,,,,,,,24/06/2015,12:03:38
1759,1759,-10.559,5.728,-2.085,OS,US18,208-210,"4,4",,,,,,,,24/06/2015,12:04:08
1760,1760,-10.526,5.830,-2.078,OS,US18,208-210,"4,5",,,,,,,deux frgts,24/06/2015,12:05:40
1761,1761,-10.540,5.889,-2.085,OS,US18,208-210,"2,5",,,,,,,,24/06/2015,12:06:14
1762,1762,-10.512,5.813,-2.092,SILEX,US18,208-210,6,,,,,,,,24/06/2015,12:06:41
20150624b,,-10.280,8.820,-2.109,STAT,,,,,,,,,,,24/06/2015,13:41:16
1763,1763,-10.254,5.547,-2.106,OS,US18,210-212,"3,4",,,,,,,,24/06/2015,13:41:38
1764,1764,-10.207,5.526,-2.098,SILEX,US18,210-212,"1,9",,,,,,,,24/06/2015,13:49:44
1768,1768,-10.712,5.612,-2.108,OS,US18,208-210,"5,2",,,,,,,,24/06/2015,15:15:22
1769,1769,-10.822,5.714,-2.107,SILEX,US18,208-210,"2,8",,,,,,,,24/06/2015,15:16:11
1770,1770,-10.781,5.767,-2.092,SILEX,US18,208-210,2,,,,,,,,24/06/2015,15:16:50
1771,1771,-10.774,5.753,-2.101,SILEX,US18,208-210,"4,8",,,,,,,sur chant contre une pierre,24/06/2015,15:17:27
1772,1772,-10.946,5.857,-2.090,SILEX,US18,208-210,"2,2",,,,,,,,24/06/2015,15:18:11
1773,1773,-10.940,5.835,-2.096,SILEX,US18,208-210,"3,2",,,,,,,,24/06/2015,15:18:52
1774,1774,-10.958,5.843,-2.085,SILEX,US18,208-210,"2,9",,,,,,,,24/06/2015,15:20:37
1775,1775,-10.892,5.804,-2.091,OS,US18,208-210,3,,,,,,,,24/06/2015,15:21:09
