ID,id2,X,Y,Z,code,US,Decapages,Longueur,Orientation 1,Pendage 1,Contrainte,Orientation 1,Pendage 1,ID +,Remarque,date,heure
1154,1154,-10.860,5.504,-1.858,OS,US17,-,"8,9",0,12,,,,,sur chant,08/06/2015,12:06:44
1173,1173,-10.502,5.105,-1.845,OS,US17,186-188,n.m.,0,8,,,,,fragmenté,10/06/2015,15:24:17
1275,1275,-10.123,5.058,-1.951,OS,US17,196-198,"9,7",10,26,non,,,,,17/06/2015,11:01:47
1217,1217,-10.185,5.462,-1.896,OS,US17,192-194,"9,1",12,6,non,,,,,13/06/2015,16:10:28
1192_1,1192,-10.525,5.022,-1.868,BOIS,US17,186-188,"15,3",16,6,n. obs,,,,deux points,11/06/2015,15:34:21
1192_2,1192,-10.673,5.016,-1.853,BOIS,US17,186-188,"15,3",16,6,n. obs,,,,deux points,11/06/2015,16:10:42
1264,1264,-10.801,5.579,-1.992,OS,US17,198-200,"3,9",18,4,non,,,,,16/06/2015,17:04:29
1638,1638,-10.121,5.866,-2.104,OS,US18,210-212,"7,4",18,19,,,,,,23/06/2015,15:29:06
1259,1259,-10.491,5.324,-1.946,OS,US17,194-196,"7,2",20,0,non,,,,,16/06/2015,16:36:45
1881,1881,-10.134,5.767,-2.146,OS,US18,212-214,8,27,2,oui,,,BB hum,contre pierre,25/06/2015,12:12:54
1269,1269,-10.656,5.529,-1.989,OS,US17,198-200,"4,5",30,0,non,,,,,16/06/2015,17:10:02
1159,1159,-10.883,5.151,-1.857,OS,US17,182-186,"8,1",34,4,oui,,,,entouré de cailloutis,09/06/2015,13:34:57
1229,1229,-10.634,5.407,-1.966,OS,US17,196-198,"8,6",38,5,non,,,,deux points,15/06/2015,16:53:59
1897,1897,-10.221,5.696,-2.126,OS,US18,212-214,5,45,1,oui,,,,contre une pierre,25/06/2015,14:46:39
1182,1182,-10.957,5.138,-1.871,OS,US17,188-190,"8,6",48,2,non,,,cote rhino,,11/06/2015,11:27:39
1741,1741,-10.643,5.823,-2.089,OS,US18,208-210,"4,4",48,12,oui,,,,dans amas,24/06/2015,11:48:03
1177,1177,-10.824,5.507,-1.873,OS,US17,186-188,"6,6",50,8,non,,,,,10/06/2015,17:19:22
1388,1388,-10.960,5.846,-2.038,OS,US18,202-204,"4,5",50,4,non,,,,,20/06/2015,08:58:49
1459,1459,-10.067,5.308,-2.066,OS,US18,206-208,"5,4",50,13,oui,,,,contre gros bloc,22/06/2015,11:15:20
1766,1766,-10.605,5.691,-2.094,SILEX,US18,208-210,"6,8",58,8,oui,,,,dans amas,24/06/2015,15:13:18
1477,1477,-10.150,5.509,-2.065,OS,US18,208-210,"6,4",59,14,oui,,,,amas et bloc; rogné?,22/06/2015,12:16:48
1568,1568,-10.133,5.243,-2.080,SILEX,US18,208-210,6,60,5,,,,,,23/06/2015,11:18:28
1342,1342,-10.083,5.234,-2.036,OS,US18,202-204,"5,2",64,5,,,,,,19/06/2015,12:09:02
1767,1767,-10.579,5.653,-2.106,OS,US18,208-210,9,70,10,oui,,,,dans amas,24/06/2015,15:14:02
1873,1873,-10.469,5.899,-2.119,OS,US18,212-214,"7,5",74,35,oui,,,,parallèle à 1874,25/06/2015,11:54:58
1336,1336,-10.291,5.247,-2.024,OS,US18,202-204,"6,1",76,10,,,,,remonte avec 1337?,19/06/2015,12:01:58
1337,1337,-10.251,5.196,-2.033,OS,US18,202-204,"4,6",76,4,,,,,remonte avec 1336?,19/06/2015,12:03:39
1874,1874,-10.455,5.932,-2.126,OS,US18,212-214,"6,5",78,25,oui,,,,parallèle à 1873,25/06/2015,11:57:55
1314,1314,-10.945,5.652,-2.006,OS,US18,200-202,"7,8",79,25,oui,,,,en équilibre sur une pièce,18/06/2015,16:38:54
1765,1765,-10.507,5.696,-2.088,OS,US18,208-210,12,84,12,oui,,,,dans amas,24/06/2015,14:03:58
1335,1335,-10.300,5.168,-2.043,OS,US18,202-204,"9,7",88,9,,,,,,19/06/2015,11:58:49
1619,1619,-10.459,5.773,-2.096,OS,US18,210-212,"6,2",88,13,oui,,,,par geofacts,23/06/2015,15:08:50
1368,1368,-10.366,5.740,-2.048,OS,US18,204-206,"5,5",90,14,oui,,,,par autre os,19/06/2015,17:18:01
1243_1,1243,-10.199,5.260,-1.935,OS,US17,192-194,"16,5",99,4,non,,,,,15/06/2015,17:27:05
1123,1123,-10.743,5.565,-1.804,OS,HUM,-,"4,8",101,4,non,,,,,06/06/2015,10:03:07
1221_1,1221,-10.787,5.125,-1.966,OS,US17,194-196,16,102,5,non,,,,deux points,13/06/2015,16:53:39
1221_2,1221,-10.818,5.261,-1.948,OS,US17,194-196,16,102,5,non,,,,deux points,13/06/2015,16:53:58
1523,1523,-10.789,5.611,-2.077,OS,US18,206-208,"6,5",104,6,non,,,,,23/06/2015,09:04:57
1919,1919,-10.582,5.618,-2.120,SILEX,US18,212-214,4,105,14,oui,,,,contre pierres,25/06/2015,15:32:20
1222_1,1222,-10.857,5.527,-1.930,OS,US17,192-194,24,115,0,non,,,rhino fib,deux points,15/06/2015,11:46:12
1222_2,1222,-10.827,5.768,-1.925,OS,US17,192-194,24,115,0,non,,,rhino fib,deux points,15/06/2015,12:07:53
1723,1723,-10.715,5.759,-2.082,OS,US18,208-210,"7,2",122,25,oui,,,,deux frgts (sur os sec); contre une pierre,24/06/2015,11:31:16
1895,1895,-10.349,5.573,-2.131,OS,US18,212-214,"12,9",126,2,oui,,,,dans amas contre pierre,25/06/2015,14:32:26
1487,1487,-10.402,5.643,-2.096,SILEX,US18,208-210,7,150,14,oui,,,nucleus,contre geofact,22/06/2015,14:23:48
1417,1417,-10.860,5.579,-2.039,OS,US18,204-206,"9,6",158,11,,,,,,22/06/2015,09:00:42
1534,1534,-10.845,5.559,-2.081,SILEX,US18,206-208,"5,6",158,8,oui,,,,par geofacts,23/06/2015,09:17:10
1744,1744,-10.564,5.800,-2.080,OS,US18,208-210,"7,6",158,18,oui,,,,dans amas,24/06/2015,11:52:56
1576,1576,-10.255,5.474,-2.083,OS,US18,208-210,"6,6",162,36,,,,,,23/06/2015,11:28:19
1367,1367,-10.398,5.696,-2.061,OS,US18,204-206,5,164,4,oui,,,,par autre os,19/06/2015,17:16:11
1112,1112,-10.325,5.026,-1.824,OS,HUM,-,"4,2",220,15,non,,,,,05/06/2015,16:25:09
1323,1323,-10.695,5.267,-1.998,OS,US18,198-200,"9,2",234,6,,,,rang rib,,18/06/2015,17:21:24
1933,1933,-10.199,5.665,-2.143,SILEX,US18,214-216,"6,9",242,14,oui,,,,sur pierre,25/06/2015,17:08:04
1462,1462,-10.173,5.598,-2.091,SILEX,US18,208-210,"6,5",243,18,oui,,,,dans amas,22/06/2015,11:28:42
1844,1844,-10.361,5.444,-2.117,OS,US18,212-214,6,253,39,oui,,,,cailloux,24/06/2015,17:34:50
1965,1965,-10.183,5.878,-2.170,SILEX,US18,214-216,"6,9",265,3,oui,,,,contre un os,25/06/2015,18:03:42
1255,1255,-10.805,5.020,-1.943,OS,US17,194-196,"9,1",266,2,,,,cote rhino/mamm,fragment dans la coupe J4,16/06/2015,14:18:57
1817,1817,-10.298,5.477,-2.106,OS,US18,212-214,"5,9",268,4,,,,,,24/06/2015,16:28:18
1754,1754,-10.498,5.893,-2.087,OS,US18,208-210,"5,2",274,3,oui,,,,dans amas sur un silex,24/06/2015,11:59:48
1905,1905,-10.203,5.644,-2.124,OS,US18,212-214,"9,5",275,30,oui,,,,dans tuilage,25/06/2015,14:52:16
1959,1959,-10.148,5.952,-2.153,OS,US18,214-216,"8,3",280,12,oui,,,,contre pierre,25/06/2015,17:51:41
1274,1274,-10.486,5.919,-1.964,OS,US17,196-198,"5,6",288,15,n. obs,,,,pris dans la coupe,16/06/2015,17:26:57
1183_1,1183,-10.686,5.228,-1.898,OS,US17,188-190,"17,2",289,4,non,,,,deux points,11/06/2015,11:33:06
1183_2,1183,-10.678,5.368,-1.900,OS,US17,188-190,"17,2",289,4,non,,,,deux points,11/06/2015,11:33:26
1213,1213,-10.737,5.529,-1.920,OS,US17,190-192,"9,2",290,10,non,,,cote,,13/06/2015,11:58:12
1309,1309,-10.858,5.289,-1.996,SILEX,US18,198-200,"5,8",305,6,,,,,,18/06/2015,11:52:16
1878,1878,-10.060,5.824,-2.141,SILEX,US18,212-214,"5,1",306,4,oui,,,,sur os,25/06/2015,12:05:31
1250_1,1250,-10.263,5.134,-1.900,OS,US17,192-194,>16,310,10,non,,,cote,,16/06/2015,08:52:00
1250_2,1250,-10.304,5.018,-1.882,OS,US17,192-194,>16,310,10,non,,,cote,,16/06/2015,09:30:32
1210_1,1210,-10.699,5.057,-1.916,OS,US17,192-194,12,312,14,non,,,,deux points,13/06/2015,08:59:08
1210_2,1210,-10.669,5.137,-1.932,OS,US17,192-194,12,312,14,non,,,,deux points,13/06/2015,09:00:22
1947_1,1947,-10.094,5.776,-2.133,OS,US18,214-216,"13,8",316,6,oui,,,,"bloqué par pierre, silex,…",25/06/2015,17:22:13
1947_2,1947,-10.059,5.897,-2.142,OS,US18,214-216,"13,8",316,6,oui,,,,"bloqué par pierre, silex,…",25/06/2015,17:22:32
1950,1950,-10.132,5.689,-2.123,OS,US18,214-216,"6,4",316,20,oui,,,,sur d'autres,25/06/2015,17:34:55
1215,1215,-10.921,5.966,-1.905,OS,US17,190-192,"11,4",318,4,non,,,rang LBN,deux fragts,13/06/2015,12:03:36
1384,1384,-10.086,5.261,-2.051,OS,US18,204-206,7,318,2,oui,,,,petits cailloux,19/06/2015,18:04:07
1257,1257,-10.176,5.092,-1.943,OS,US17,194-196,6,320,0,non,,,,,16/06/2015,15:31:47
1271,1271,-10.104,5.931,-1.961,OS,US17,196-198,"7,2",324,11,non,,,,,16/06/2015,17:23:00
1885,1885,-10.243,5.578,-2.120,OS,US18,212-214,"10,5",325,7,,,,,,25/06/2015,14:06:15
1200,1200,-10.846,5.558,-1.883,OS,US17,188-190,"8,2",328,4,n. obs,,,,,11/06/2015,17:54:43
1216_1,,-10.248,5.490,-1.919,OS,US17,192-194,"15,5",332,7,non,,,cote altérée,deux points,13/06/2015,14:23:39
1216_2,,-10.181,5.601,-1.932,OS,US17,192-194,"15,5",332,7,non,,,cote altérée,deux points,13/06/2015,14:34:45
1225_1,1225,-10.315,5.671,-1.936,OS,US17,194-196,"18,7",332,7,non,,,,deux points,15/06/2015,15:45:23
1225_2,1225,-10.169,5.771,-1.965,OS,US17,194-196,"18,7",332,7,non,,,,deux points,15/06/2015,16:07:28
1227_1,1227,-10.297,5.854,-1.918,OS,US17,194-196,"15,3",332,4,non,,,,deux points,15/06/2015,16:20:11
1227_2,1227,-10.354,5.980,-1.920,OS,US17,194-196,"15,3",332,4,non,,,,deux points,15/06/2015,16:20:38
1199,1199,-10.881,5.580,-1.882,OS,US17,188-190,"9,6",334,12,n. obs,,,,,11/06/2015,17:46:51
1224_1,1224,-10.770,5.465,-1.926,OS,US17,192-194,26,334,10,non,,,,deux points,15/06/2015,12:09:07
1224_2,1224,-10.598,5.619,-1.952,OS,US17,192-194,26,334,10,non,,,,deux points,15/06/2015,12:13:48
1356,1356,-10.422,5.935,-2.056,OS,US18,204-206,8,335,10,non,,,Rang Rad,,19/06/2015,16:10:17
1528,1528,-10.903,5.616,-2.059,SILEX,US18,206-208,"4,5",338,15,oui,,,,par bloc silex,23/06/2015,09:10:30
1258,1258,-10.363,5.431,-1.961,OS,US17,194-196,"5,9",340,4,non,,,,,16/06/2015,15:34:03
1843,1843,-10.218,5.719,-2.126,OS,US18,212-214,"8,2",342,25,oui,,,,dans l'amas,24/06/2015,17:34:21
1490,1490,-10.351,5.806,-2.070,OS,US18,208-210,"5,7",343,48,oui,,,,sur une pierre; deux frgts cassés sur place,22/06/2015,14:30:39
1306,1306,-10.699,5.053,-1.988,OS,US18,198-200,"3,7",346,3,non,,,,,18/06/2015,11:49:39
1104,1104,-10.828,5.075,-1.597,OS,HUM,-,"5,3",347,19,non,,,,,05/06/2015,15:09:31
1405,1405,-10.395,5.817,-2.071,OS,US18,206-208,"3,5",352,2,oui,,,,par pierre dans amas 1 **stique,20/06/2015,14:03:25
0S1003,0S1003,-5.894,1.591,0.745,STAT,,,,,,,,,,,21/06/2014,09:36:54
0S1004,0S1004,-0.863,-0.261,1.037,STAT,,,,,,,,,,,21/06/2014,09:37:29
F,F,-6.022,1.939,-0.004,TOPO,,,,,,,,,,,21/06/2014,09:38:21
G,G,-7.052,1.823,-0.008,TOPO,,,,,,,,,,,21/06/2014,09:39:03
I,I,-9.012,2.320,-0.003,TOPO,,,,,,,,,,,21/06/2014,09:39:42
D,D,-3.980,1.403,-0.005,TOPO,,,,,,,,,,,21/06/2014,09:40:22
0S1001,0S1001,-1.056,16.864,-1.906,STAT,,,,,,,,,,,23/06/2014,14:34:52
0S1002,0S1002,-10.350,2.481,1.251,STAT,,,,,,,,,,,23/06/2014,14:35:26
0S1000,0S1000,-10.916,16.805,-1.684,STAT,,,,,,,,,,,23/06/2014,14:35:48
0S1010,0S1010,-19.333,5.005,-1.004,STAT,,,,,,,,,,,25/06/2014,11:31:18
0S1011,0S1011,4.527,6.155,-2.175,STAT,,,,,,,,,,,25/06/2014,11:31:52
0S1008,0S1008,-5.971,11.949,-0.478,STAT,,,,,,,,,,,25/06/2014,11:33:20
0S1009,0S1009,-6.080,16.831,-1.814,STAT,,,,,,,,,,,25/06/2014,11:34:01
VILLAGE,VILLAGE,6.851,20.814,-2.757,TOPO,,,,,,,,,,,27/06/2014,11:07:02
PAN_ENTREE,PAN_ENTREE,31.410,29.040,-3.531,TOPO,,,,,,,,,,,27/06/2014,11:18:52
LIM_SOND_0,SONDAGE,-11.889,5.058,-1.542,TOPO,,,,,,,,,,,02/07/2014,09:20:45
LIM_SOND_1,SONDAGE,-14.327,5.223,-1.831,TOPO,,,,,,,,,,,02/07/2014,09:21:11
LIM_SOND_2,SONDAGE,-14.752,4.488,-1.882,TOPO,,,,,,,,,,,02/07/2014,09:21:39
LIM_SON_0,SONDAGE,-11.996,1.886,-0.845,TOPO,,,,,,,,,,,02/07/2014,09:22:20
LIM_SON_1,SONDAGE,-11.981,2.965,-1.435,TOPO,,,,,,,,,,,02/07/2014,09:23:04
LIM_SON_2,SONDAGE,-10.827,3.086,-1.343,TOPO,,,,,,,,,,,02/07/2014,09:23:24
VILL_HTGAUCHE,,6.802,20.792,-3.042,TOPO,,,,,,,,,,,05/07/2014,08:47:03
VILL_HTGAUCHE1,,6.875,20.814,-2.893,TOPO,,,,,,,,,,,05/07/2014,08:47:37
CLOT_0,cloture,4.529,4.446,-2.127,TOPO,,,,,,,,,,,07/07/2014,08:46:14
CLOT_1,cloture,4.426,7.013,-2.229,TOPO,,,,,,,,,,,07/07/2014,08:46:39
CLOT_2,cloture,4.374,8.276,-2.235,TOPO,,,,,,,,,,,07/07/2014,08:46:49
CLOT_3,cloture,0.236,15.247,-2.170,TOPO,,,,,,,,,,,07/07/2014,08:48:16
POT1_0,cloture,-0.869,16.860,-2.160,TOPO,,,,,,,,,,,07/07/2014,08:48:39
POT1_1,cloture,-1.135,16.863,-2.144,TOPO,,,,,,,,,,,07/07/2014,08:49:04
POT1_2,cloture,-1.148,17.244,-2.161,TOPO,,,,,,,,,,,07/07/2014,08:49:20
CLOT_5,cloture,-1.839,17.405,-2.129,TOPO,,,,,,,,,,,07/07/2014,08:49:44
CLOT_6,cloture,-4.247,17.492,-2.037,TOPO,,,,,,,,,,,07/07/2014,08:49:55
CLOT_7,cloture,-6.664,17.482,-2.043,TOPO,,,,,,,,,,,07/07/2014,08:50:10
CLOT_8,cloture,-9.171,17.495,-1.817,TOPO,,,,,,,,,,,07/07/2014,08:50:22
CLOT_9,cloture,-11.686,17.474,-2.150,TOPO,,,,,,,,,,,07/07/2014,08:50:48
CLOT_10,cloture,-14.132,16.903,-1.869,TOPO,,,,,,,,,,,07/07/2014,08:51:04
CLOT_11,cloture,-16.507,16.389,-1.703,TOPO,,,,,,,,,,,07/07/2014,08:51:16
CLOT_12,cloture,-18.926,13.206,-0.491,TOPO,,,,,,,,,,,07/07/2014,08:51:43
CLOT_13,cloture,-17.924,8.565,-0.617,TOPO,,,,,,,,,,,07/07/2014,08:51:57
CLOT_14,cloture,-21.140,10.122,-1.048,TOPO,,,,,,,,,,,07/07/2014,08:52:50
TOIT_0,toit,-0.900,1.228,1.378,STAT,,,,,,,,,,,07/07/2014,10:48:38
TOIT_1,toit,-10.914,2.876,1.124,STAT,,,,,,,,,,,07/07/2014,10:49:15
TOIT_2,toit,-1.132,17.336,-1.179,STAT,,,,,,,,,,,07/07/2014,10:50:16
RPB14_1,rpb14,-11.122,4.159,-2.766,GEOL,,,,,,,,,,,10/07/2014,14:25:11
RPB14_2,rpb14,-14.428,3.972,-2.026,GEOL,,,,,,,,,,,10/07/2014,14:39:00
RPB14_3,rpb14,-11.936,4.842,-2.730,GEOL,,,,,,,,,,,10/07/2014,16:12:15
RPB14_4,rpb14,-11.272,4.517,-2.566,GEOL,,,,,,,,,,,10/07/2014,16:12:43
20140711,,-16.170,5.061,-2.287,STAT,,,,,,,,,,,11/07/2014,14:36:38
BASE_KLM_0,base_klm,-14.000,4.937,-2.752,TOPO,,,,,,,,,,,11/07/2014,15:05:16
BASE_KLM_1,base_klm,-13.278,4.948,-2.746,TOPO,,,,,,,,,,,11/07/2014,15:05:30
BASE_KLM_2,base_klm,-12.552,4.934,-2.752,TOPO,,,,,,,,,,,11/07/2014,15:05:42
BASE_KLM_3,base_klm,-12.120,4.882,-2.729,TOPO,,,,,,,,,,,11/07/2014,15:06:05
BASE_KLM_4,base_klm,-11.800,4.814,-2.797,TOPO,,,,,,,,,,,11/07/2014,15:06:18
BASE_KLM_5,base_klm,-11.120,4.474,-2.699,TOPO,,,,,,,,,,,11/07/2014,15:06:29
BASE_KLM_6,base_klm,-10.995,4.302,-2.687,TOPO,,,,,,,,,,,11/07/2014,15:06:38
BASE_KLM_7,base_klm,-10.694,3.960,-2.642,TOPO,,,,,,,,,,,11/07/2014,15:06:54
BASE_KLM_8,base_klm,-10.792,3.673,-2.689,TOPO,,,,,,,,,,,11/07/2014,15:07:05
BASE_KLM_9,base_klm,-10.739,3.318,-2.671,TOPO,,,,,,,,,,,11/07/2014,15:07:15
20150604,,-10.121,9.770,-2.275,STAT,,,,,,,,,,,04/06/2015,08:49:56
TRANS1_FAL0,transect,-9.130,1.933,1.223,TOPO,,,,,,,,,,,04/06/2015,08:53:53
TRANS1_FAL1,transect,-9.144,2.045,0.811,TOPO,,,,,,,,,,,04/06/2015,08:54:10
TRANS1_FAL2,transect,-9.150,2.094,0.382,TOPO,,,,,,,,,,,04/06/2015,08:54:17
TRANS1_FAL3,transect,-9.179,2.325,0.021,TOPO,,,,,,,,,,,04/06/2015,08:54:23
TRANS1_FAL4,transect,-9.081,2.518,-0.405,TOPO,,,,,,,,,,,04/06/2015,08:54:31
TRANS1_FAL5,transect,-9.128,2.536,-0.632,TOPO,,,,,,,,,,,04/06/2015,08:54:40
TRANS1_FAL6,transect,-9.186,2.927,-0.753,TOPO,,,,,,,,,,,04/06/2015,08:54:48
TRANS1_FAL7,transect,-9.196,3.003,-0.890,TOPO,,,,,,,,,,,04/06/2015,08:54:58
TRANS1_FAL8,transect,-9.234,3.279,-1.097,TOPO,,,,,,,,,,,04/06/2015,08:55:05
TRANS1_FAL9,transect,-9.286,3.663,-1.430,TOPO,,,,,,,,,,,04/06/2015,08:55:13
TRANS1_FAL10,transect,-9.265,3.861,-1.714,TOPO,,,,,,,,,,,04/06/2015,08:55:19
TRANS1_FAL11,transect,-9.254,3.964,-1.986,TOPO,,,,,,,,,,,04/06/2015,08:55:26
TRANS1_FAL12,transect,-9.260,4.008,-2.066,TOPO,,,,,,,,,,,04/06/2015,08:55:32
TRANS1_FAL13,transect,-9.278,4.165,-2.160,TOPO,,,,,,,,,,,04/06/2015,08:55:42
TRANS1_FAL14,transect,-9.213,4.105,-2.505,TOPO,,,,,,,,,,,04/06/2015,08:55:52
TRANS1_ECACAL15,transect,-8.814,4.472,-2.735,TOPO,,,,,,,,,,,04/06/2015,08:56:55
TRANS1_ECACAL16,transect,-8.780,4.839,-2.794,TOPO,,,,,,,,,,,04/06/2015,08:57:09
TRANS1_SOMU2_17,transect,-8.793,4.930,-2.883,TOPO,,,,,,,,,,,04/06/2015,08:57:32
TRANS1_SOMU2_18,transect,-8.542,6.148,-2.996,TOPO,,,,,,,,,,,04/06/2015,08:57:49
TRANS1_SOMU2_19,transect,-8.479,7.519,-3.025,TOPO,,,,,,,,,,,04/06/2015,08:57:59
TRANS1_BASETRONC_20,transect,-8.210,8.440,-3.212,TOPO,,,,,,,,,,,04/06/2015,08:58:37
TRANS1_BLOC_21,transect,-8.191,8.534,-3.041,TOPO,,,,,,,,,,,04/06/2015,08:58:55
TRANS1_BLOC_22,transect,-7.813,8.974,-3.255,TOPO,,,,,,,,,,,04/06/2015,08:59:10
TRANS1_BASE_23,transect,-7.626,9.611,-3.478,TOPO,,,,,,,,,,,04/06/2015,09:01:53
TRANS1_BLOC_24,transect,-7.715,9.826,-3.212,TOPO,,,,,,,,,,,04/06/2015,09:02:40
TRANS1_BLOC2_25,transect,-7.630,10.009,-3.188,TOPO,,,,,,,,,,,04/06/2015,09:03:11
TRANS1_SOMCOUP_26,transect,-7.475,10.558,-2.260,TOPO,,,,,,,,,,,04/06/2015,09:04:05
TRANS1_TALUS_27,transect,-7.491,11.708,-2.278,TOPO,,,,,,,,,,,04/06/2015,09:04:28
TRANS1_TALUS_28,transect,-7.585,12.170,-2.542,TOPO,,,,,,,,,,,04/06/2015,09:04:43
TRANS1_TALUS_29,transect,-7.363,13.935,-2.803,TOPO,,,,,,,,,,,04/06/2015,09:04:59
TRANS1_TALUS_30,transect,-7.455,15.030,-3.326,TOPO,,,,,,,,,,,04/06/2015,09:05:16
TRANS1_TALUS_31,transect,-7.345,16.083,-3.830,TOPO,,,,,,,,,,,04/06/2015,09:05:28
TRANS1_GRILLE_32,transect,-7.205,17.413,-3.868,TOPO,,,,,,,,,,,04/06/2015,09:05:57
TRANS1_CHEMIN_33,transect,-7.750,18.938,-3.885,TOPO,,,,,,,,,,,04/06/2015,09:06:47
TRANS1_CHEMIN_34,transect,-7.665,21.177,-4.151,TOPO,,,,,,,,,,,04/06/2015,09:07:16
TRANS1_TAL2_35,transect,-7.675,21.941,-4.674,TOPO,,,,,,,,,,,04/06/2015,09:07:54
TRANS1_TAL2_36,transect,-7.782,22.667,-5.141,TOPO,,,,,,,,,,,04/06/2015,09:09:23
TRANS1_PLAINE_37,transect,-7.781,25.632,-5.380,TOPO,,,,,,,,,,,04/06/2015,09:09:52
TRANS1_PLAINE_38,transect,-7.386,28.524,-5.522,TOPO,,,,,,,,,,,04/06/2015,09:10:19
TRANS1_PLAINE_39,transect,-6.560,32.567,-5.623,TOPO,,,,,,,,,,,04/06/2015,09:12:42
TRANS1_PLAINE_40,transect,-5.502,36.602,-5.786,TOPO,,,,,,,,,,,04/06/2015,09:13:09
TRANS1_PLAINE_41,transect,-4.713,40.391,-5.982,TOPO,,,,,,,,,,,04/06/2015,09:13:46
TRANS1_PLAINE_42,transect,-3.606,50.298,-6.104,TOPO,,,,,,,,,,,04/06/2015,09:16:02
20150604b,,-10.367,9.192,-2.200,STAT,,,,,,,,,,,04/06/2015,14:19:24
20150605,,-10.017,9.313,-2.222,STAT,,,,,,,,,,,05/06/2015,08:37:30
P1_1,P1,-10.281,5.216,-1.835,PUNAISE,,,,,,,,,,,05/06/2015,10:21:23
P1_2,P1,-10.834,5.178,-1.650,PUNAISE,,,,,,,,,,,05/06/2015,11:09:49
P1_3,P1,-10.778,5.905,-1.712,PUNAISE,,,,,,,,,,,05/06/2015,11:10:08
P1_4,P1,-10.160,5.886,-1.875,PUNAISE,,,,,,,,,,,05/06/2015,11:10:26
20150605b,,-10.343,8.400,-2.049,STAT,,,,,,,,,,,05/06/2015,13:27:22
1093b,1093b,-10.960,5.653,-1.698,OS,HUM,-,"3,2",,,,,,,,05/06/2015,13:39:54
1094b,1094b,-10.890,5.034,-1.559,OS,HUM,-,"2,8",,,,,,,,05/06/2015,14:03:17
1095b,1095b,-10.444,5.638,-1.827,SILEX,HUM,-,"2,6",,,,,,,,05/06/2015,14:05:32
1096b,1096b,-10.954,5.091,-1.585,SILEX,HUM,-,5,,,,,,,,05/06/2015,14:27:02
1097b,1097b,-11.040,5.110,-1.582,BOIS,HUM,-,"5,3",,,,,,,,05/06/2015,14:30:54
1098b,1098b,-10.837,5.708,-1.781,SILEX,HUM,-,"4,1",,,,,,,frag racloir sur éclat,05/06/2015,14:36:20
1099b,1099b,-10.938,5.834,-1.745,SILEX,HUM,-,"3,8",,,,,,,,05/06/2015,14:37:33
1100,1100,-10.875,5.718,-1.772,OS,HUM,-,"3,3",,,,,,2e Pha RANG,,05/06/2015,14:38:40
1101,1101,-10.800,5.035,-1.573,OS,HUM,-,3,,,,,,,,05/06/2015,14:42:00
1102,1102,-10.801,5.045,-1.582,BOIS,HUM,-,"2,6",,,,,,,,05/06/2015,14:47:57
1103,1103,-10.848,5.046,-1.592,OS,HUM,-,"4,4",,,,,,,,05/06/2015,15:08:40
1105,1105,-10.878,5.075,-1.586,OS,HUM,-,"3,2",,,,,,,,05/06/2015,15:10:12
1106,1106,-10.922,5.645,-1.777,OS,HUM,-,"4,6",,,,,,,,05/06/2015,15:17:53
1107,1107,-10.906,5.641,-1.772,SILEX,HUM,-,"1,9",,,,,,,,05/06/2015,15:18:40
1108,1108,-10.647,5.467,-1.797,SILEX,HUM,-,"2,3",,,,,,,,05/06/2015,15:19:20
1109,1109,-10.528,5.435,-1.823,SILEX,HUM,-,"2,7",,,,,,,,05/06/2015,15:20:07
1110,1110,-10.841,5.079,-1.603,OS,HUM,-,"3,5",,,,,,cab met,,05/06/2015,15:33:52
1111,1111,-10.930,5.087,-1.612,OS,HUM,-,"4,6",,,,,,,,05/06/2015,16:02:50
1113,1113,-10.361,5.032,-1.814,SILEX,HUM,-,"2,2",,,,,,,,05/06/2015,16:34:02
1114,1114,-10.835,5.058,-1.631,SILEX,HUM,-,"4,5",,,,,,,,05/06/2015,16:36:37
1115,1115,-10.919,5.951,-1.790,TUILE,HUM,-,4,,,,,,,,05/06/2015,16:44:13
1116,1116,-10.940,5.853,-1.785,OS,HUM,-,"2,8",,,,,,,,05/06/2015,16:48:52
1117,1117,-10.419,6.010,-1.837,OS,HUM,-,"3,2",,,,,,,,05/06/2015,16:50:55
20150606,,-10.360,7.980,-1.937,STAT,,,,,,,,,,,06/06/2015,08:36:22
1118,1118,-10.474,5.424,-1.843,OS,HUM,-,3,,,,,,côte,,06/06/2015,08:53:25
1119,1119,-10.269,5.945,-1.853,SILEX,HUM,-,"2,4",,,,,,,,06/06/2015,09:42:35
1120,1120,-10.953,5.308,-1.670,OS,HUM,-,"3,9",,,,,,,,06/06/2015,09:52:09
1121,1121,-10.781,5.120,-1.701,SILEX,HUM,-,"3,1",,,,,,,,06/06/2015,09:56:03
1122,1122,-10.696,5.611,-1.813,OS,HUM,-,"4,1",,,,,,,,06/06/2015,09:58:59
1124,1124,-10.542,5.845,-1.826,OS BRULE,HUM,-,"2,9",,,,,,,,06/06/2015,10:58:52
1125,1125,-10.960,5.594,-1.803,SILEX,HUM,-,"2,6",,,,,,,,06/06/2015,10:59:37
1126,1126,-10.457,5.454,-1.842,OS,HUM,-,"2,9",,,,,,,,06/06/2015,11:02:08
1127,1127,-10.861,5.168,-1.707,OS,HUM,-,"2,5",,,,,,,,06/06/2015,11:03:50
1128,1128,-10.870,5.105,-1.683,OS,HUM,-,"2,6",,,,,,,,06/06/2015,11:05:04
